phoenix-srun: Job 5903 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-31 14:58:54,040][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-31 14:58:55,454][    INFO] Total params: 59.5M

[2022-07-31 14:59:04,504][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-31 14:59:14,547][    INFO] Iters: 0, Total loss: 1.571, Loss x: 3.141, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-31 15:00:37,740][    INFO] Iters: 124, Total loss: 0.562, Loss x: 1.090, Loss s: 0.043, Loss w_fp: 0.024, Mask: 0.248
[2022-07-31 15:02:00,101][    INFO] Iters: 248, Total loss: 0.479, Loss x: 0.924, Loss s: 0.049, Loss w_fp: 0.018, Mask: 0.315
[2022-07-31 15:03:22,042][    INFO] Iters: 372, Total loss: 0.440, Loss x: 0.844, Loss s: 0.058, Loss w_fp: 0.016, Mask: 0.341
[2022-07-31 15:04:44,340][    INFO] Iters: 496, Total loss: 0.412, Loss x: 0.786, Loss s: 0.062, Loss w_fp: 0.016, Mask: 0.370
[2022-07-31 15:06:07,373][    INFO] Iters: 620, Total loss: 0.387, Loss x: 0.733, Loss s: 0.067, Loss w_fp: 0.015, Mask: 0.388
[2022-07-31 15:07:30,235][    INFO] Iters: 744, Total loss: 0.361, Loss x: 0.682, Loss s: 0.066, Loss w_fp: 0.014, Mask: 0.402
[2022-07-31 15:08:52,881][    INFO] Iters: 868, Total loss: 0.345, Loss x: 0.648, Loss s: 0.068, Loss w_fp: 0.014, Mask: 0.421
[2022-07-31 15:13:34,035][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 89.85
[2022-07-31 15:13:34,035][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 59.93
[2022-07-31 15:13:34,035][    INFO] ***** Evaluation ***** >>>> Class [2 bicycle] IoU: 28.02
[2022-07-31 15:13:34,036][    INFO] ***** Evaluation ***** >>>> Class [3 bird] IoU: 76.38
