phoenix-srun: Job 5898 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-31 14:56:04,396][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-31 14:56:05,832][    INFO] Total params: 59.5M

[2022-07-31 14:56:10,748][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-31 14:56:19,887][    INFO] Iters: 0, Total loss: 1.515, Loss x: 3.029, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-31 14:58:04,917][    INFO] Iters: 155, Total loss: 0.485, Loss x: 0.937, Loss s: 0.044, Loss w_fp: 0.021, Mask: 0.286
[2022-07-31 14:59:49,546][    INFO] Iters: 310, Total loss: 0.386, Loss x: 0.731, Loss s: 0.064, Loss w_fp: 0.019, Mask: 0.360
[2022-07-31 15:01:35,043][    INFO] Iters: 465, Total loss: 0.338, Loss x: 0.632, Loss s: 0.069, Loss w_fp: 0.019, Mask: 0.398
[2022-07-31 15:03:20,062][    INFO] Iters: 620, Total loss: 0.307, Loss x: 0.566, Loss s: 0.074, Loss w_fp: 0.019, Mask: 0.437
[2022-07-31 15:05:04,811][    INFO] Iters: 775, Total loss: 0.286, Loss x: 0.523, Loss s: 0.079, Loss w_fp: 0.018, Mask: 0.456
[2022-07-31 15:06:49,909][    INFO] Iters: 930, Total loss: 0.267, Loss x: 0.484, Loss s: 0.082, Loss w_fp: 0.018, Mask: 0.474
[2022-07-31 15:08:34,108][    INFO] Iters: 1085, Total loss: 0.255, Loss x: 0.455, Loss s: 0.090, Loss w_fp: 0.018, Mask: 0.488
[2022-07-31 15:13:32,035][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 90.32
[2022-07-31 15:13:32,035][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 77.25
[2022-07-31 15:13:32,035][    INFO] ***** Evaluation ***** >>>> Class [2 bicycle] IoU: 35.85
[2022-07-31 15:13:32,035][    INFO] ***** Evaluation ***** >>>> Class [3 bird] IoU: 72.62
