phoenix-srun: Job 5900 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-31 14:56:43,709][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-31 14:56:45,119][    INFO] Total params: 59.5M

[2022-07-31 14:56:50,249][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-31 14:56:59,520][    INFO] Iters: 0, Total loss: 1.638, Loss x: 3.276, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-31 14:58:34,455][    INFO] Iters: 144, Total loss: 0.532, Loss x: 1.036, Loss s: 0.032, Loss w_fp: 0.022, Mask: 0.243
[2022-07-31 15:00:11,937][    INFO] Iters: 288, Total loss: 0.409, Loss x: 0.784, Loss s: 0.048, Loss w_fp: 0.017, Mask: 0.319
[2022-07-31 15:01:49,698][    INFO] Iters: 432, Total loss: 0.377, Loss x: 0.718, Loss s: 0.058, Loss w_fp: 0.016, Mask: 0.358
[2022-07-31 15:03:25,965][    INFO] Iters: 576, Total loss: 0.348, Loss x: 0.658, Loss s: 0.061, Loss w_fp: 0.015, Mask: 0.389
[2022-07-31 15:05:03,203][    INFO] Iters: 720, Total loss: 0.325, Loss x: 0.611, Loss s: 0.066, Loss w_fp: 0.015, Mask: 0.412
[2022-07-31 15:06:39,334][    INFO] Iters: 864, Total loss: 0.310, Loss x: 0.576, Loss s: 0.072, Loss w_fp: 0.015, Mask: 0.432
[2022-07-31 15:08:16,302][    INFO] Iters: 1008, Total loss: 0.294, Loss x: 0.545, Loss s: 0.072, Loss w_fp: 0.014, Mask: 0.447
[2022-07-31 15:09:53,133][    INFO] Iters: 1152, Total loss: 0.287, Loss x: 0.529, Loss s: 0.074, Loss w_fp: 0.015, Mask: 0.464
[2022-07-31 15:13:03,233][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 88.49
[2022-07-31 15:13:03,233][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 73.46
