phoenix-srun: Job 5899 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-31 14:56:27,998][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-31 14:56:29,157][    INFO] Total params: 59.5M

[2022-07-31 14:56:34,613][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-31 14:56:44,873][    INFO] Iters: 0, Total loss: 1.454, Loss x: 2.908, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-31 14:58:20,342][    INFO] Iters: 144, Total loss: 0.540, Loss x: 1.045, Loss s: 0.040, Loss w_fp: 0.030, Mask: 0.266
[2022-07-31 14:59:57,823][    INFO] Iters: 288, Total loss: 0.429, Loss x: 0.822, Loss s: 0.050, Loss w_fp: 0.021, Mask: 0.337
[2022-07-31 15:01:35,724][    INFO] Iters: 432, Total loss: 0.377, Loss x: 0.716, Loss s: 0.059, Loss w_fp: 0.019, Mask: 0.371
[2022-07-31 15:03:13,307][    INFO] Iters: 576, Total loss: 0.342, Loss x: 0.642, Loss s: 0.066, Loss w_fp: 0.018, Mask: 0.406
[2022-07-31 15:04:50,715][    INFO] Iters: 720, Total loss: 0.320, Loss x: 0.595, Loss s: 0.072, Loss w_fp: 0.017, Mask: 0.425
[2022-07-31 15:06:28,230][    INFO] Iters: 864, Total loss: 0.303, Loss x: 0.560, Loss s: 0.076, Loss w_fp: 0.017, Mask: 0.440
[2022-07-31 15:08:05,415][    INFO] Iters: 1008, Total loss: 0.290, Loss x: 0.534, Loss s: 0.076, Loss w_fp: 0.017, Mask: 0.454
[2022-07-31 15:09:41,626][    INFO] Iters: 1152, Total loss: 0.278, Loss x: 0.509, Loss s: 0.079, Loss w_fp: 0.016, Mask: 0.469
[2022-07-31 15:13:01,983][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 89.62
[2022-07-31 15:13:01,983][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 70.71
