phoenix-srun: Job 5486 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-29 11:50:16,438][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-29 11:50:17,426][    INFO] Total params: 59.5M

[2022-07-29 11:50:24,266][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-29 11:50:34,009][    INFO] Iters: 0, Total loss: 1.459, Loss x: 2.917, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-29 11:52:15,705][    INFO] Iters: 153, Total loss: 0.462, Loss x: 0.885, Loss s: 0.051, Loss w_fp: 0.027, Mask: 0.315
[2022-07-29 11:53:59,402][    INFO] Iters: 306, Total loss: 0.360, Loss x: 0.679, Loss s: 0.059, Loss w_fp: 0.022, Mask: 0.394
[2022-07-29 11:55:43,841][    INFO] Iters: 459, Total loss: 0.318, Loss x: 0.590, Loss s: 0.071, Loss w_fp: 0.021, Mask: 0.435
[2022-07-29 11:57:28,560][    INFO] Iters: 612, Total loss: 0.289, Loss x: 0.531, Loss s: 0.075, Loss w_fp: 0.020, Mask: 0.469
[2022-07-29 11:59:12,722][    INFO] Iters: 765, Total loss: 0.266, Loss x: 0.481, Loss s: 0.081, Loss w_fp: 0.020, Mask: 0.493
[2022-07-29 12:00:56,983][    INFO] Iters: 918, Total loss: 0.247, Loss x: 0.442, Loss s: 0.086, Loss w_fp: 0.020, Mask: 0.513
[2022-07-29 12:02:40,824][    INFO] Iters: 1071, Total loss: 0.236, Loss x: 0.416, Loss s: 0.091, Loss w_fp: 0.020, Mask: 0.526
[2022-07-29 12:04:23,266][    INFO] Iters: 1224, Total loss: 0.224, Loss x: 0.393, Loss s: 0.093, Loss w_fp: 0.020, Mask: 0.540
[2022-07-29 12:07:45,312][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 90.31
[2022-07-29 12:07:45,312][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 81.10
