phoenix-srun: Job 5476 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-29 11:44:28,157][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-29 11:44:29,260][    INFO] Total params: 59.5M

[2022-07-29 11:44:34,011][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-29 11:44:43,511][    INFO] Iters: 0, Total loss: 1.551, Loss x: 3.102, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-29 11:46:16,380][    INFO] Iters: 142, Total loss: 0.489, Loss x: 0.942, Loss s: 0.044, Loss w_fp: 0.027, Mask: 0.295
[2022-07-29 11:47:51,742][    INFO] Iters: 284, Total loss: 0.404, Loss x: 0.771, Loss s: 0.053, Loss w_fp: 0.022, Mask: 0.368
[2022-07-29 11:49:27,298][    INFO] Iters: 426, Total loss: 0.349, Loss x: 0.657, Loss s: 0.061, Loss w_fp: 0.020, Mask: 0.414
[2022-07-29 11:51:03,143][    INFO] Iters: 568, Total loss: 0.315, Loss x: 0.581, Loss s: 0.076, Loss w_fp: 0.021, Mask: 0.448
[2022-07-29 11:52:38,738][    INFO] Iters: 710, Total loss: 0.289, Loss x: 0.530, Loss s: 0.078, Loss w_fp: 0.019, Mask: 0.473
[2022-07-29 11:54:13,541][    INFO] Iters: 852, Total loss: 0.279, Loss x: 0.508, Loss s: 0.080, Loss w_fp: 0.019, Mask: 0.492
[2022-07-29 11:55:48,417][    INFO] Iters: 994, Total loss: 0.265, Loss x: 0.479, Loss s: 0.083, Loss w_fp: 0.019, Mask: 0.507
[2022-07-29 11:57:23,490][    INFO] Iters: 1136, Total loss: 0.254, Loss x: 0.457, Loss s: 0.085, Loss w_fp: 0.018, Mask: 0.517
[2022-07-29 12:00:30,149][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 89.99
[2022-07-29 12:00:30,149][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 76.16
