phoenix-srun: Job 5777 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-30 01:42:47,511][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-30 01:42:48,916][    INFO] Total params: 59.5M

[2022-07-30 01:42:54,041][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-30 01:43:03,819][    INFO] Iters: 0, Total loss: 1.521, Loss x: 3.041, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-30 01:44:56,184][    INFO] Iters: 163, Total loss: 0.339, Loss x: 0.640, Loss s: 0.047, Loss w_fp: 0.029, Mask: 0.362
[2022-07-30 01:46:48,772][    INFO] Iters: 326, Total loss: 0.243, Loss x: 0.433, Loss s: 0.078, Loss w_fp: 0.027, Mask: 0.456
[2022-07-30 01:48:40,338][    INFO] Iters: 489, Total loss: 0.202, Loss x: 0.347, Loss s: 0.090, Loss w_fp: 0.026, Mask: 0.490
[2022-07-30 01:50:32,998][    INFO] Iters: 652, Total loss: 0.178, Loss x: 0.293, Loss s: 0.097, Loss w_fp: 0.028, Mask: 0.526
[2022-07-30 01:52:25,603][    INFO] Iters: 815, Total loss: 0.162, Loss x: 0.259, Loss s: 0.102, Loss w_fp: 0.028, Mask: 0.550
[2022-07-30 01:54:19,218][    INFO] Iters: 978, Total loss: 0.149, Loss x: 0.232, Loss s: 0.102, Loss w_fp: 0.027, Mask: 0.571
[2022-07-30 01:56:12,141][    INFO] Iters: 1141, Total loss: 0.139, Loss x: 0.210, Loss s: 0.107, Loss w_fp: 0.028, Mask: 0.585
[2022-07-30 01:58:04,576][    INFO] Iters: 1304, Total loss: 0.131, Loss x: 0.193, Loss s: 0.110, Loss w_fp: 0.028, Mask: 0.596
[2022-07-30 02:01:33,304][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 89.60
[2022-07-30 02:01:33,304][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 75.29
