phoenix-srun: Job 5487 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-29 11:51:22,728][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-29 11:51:24,057][    INFO] Total params: 59.5M

[2022-07-29 11:51:29,142][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-29 11:51:38,367][    INFO] Iters: 0, Total loss: 1.505, Loss x: 3.010, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-29 11:53:30,195][    INFO] Iters: 159, Total loss: 0.470, Loss x: 0.899, Loss s: 0.052, Loss w_fp: 0.028, Mask: 0.322
[2022-07-29 11:55:22,681][    INFO] Iters: 318, Total loss: 0.345, Loss x: 0.641, Loss s: 0.074, Loss w_fp: 0.026, Mask: 0.405
[2022-07-29 11:57:15,325][    INFO] Iters: 477, Total loss: 0.287, Loss x: 0.525, Loss s: 0.078, Loss w_fp: 0.023, Mask: 0.450
[2022-07-29 11:59:07,689][    INFO] Iters: 636, Total loss: 0.259, Loss x: 0.463, Loss s: 0.086, Loss w_fp: 0.022, Mask: 0.488
[2022-07-29 12:01:00,324][    INFO] Iters: 795, Total loss: 0.234, Loss x: 0.409, Loss s: 0.093, Loss w_fp: 0.022, Mask: 0.509
[2022-07-29 12:02:54,024][    INFO] Iters: 954, Total loss: 0.216, Loss x: 0.372, Loss s: 0.100, Loss w_fp: 0.022, Mask: 0.530
[2022-07-29 12:04:47,504][    INFO] Iters: 1113, Total loss: 0.201, Loss x: 0.338, Loss s: 0.105, Loss w_fp: 0.022, Mask: 0.552
[2022-07-29 12:06:41,070][    INFO] Iters: 1272, Total loss: 0.190, Loss x: 0.316, Loss s: 0.108, Loss w_fp: 0.022, Mask: 0.569
[2022-07-29 12:09:31,623][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 91.06
[2022-07-29 12:09:31,624][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 71.80
