phoenix-srun: Job 5778 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-30 01:42:54,858][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-30 01:42:56,067][    INFO] Total params: 59.5M

[2022-07-30 01:43:04,134][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-30 01:43:13,850][    INFO] Iters: 0, Total loss: 1.537, Loss x: 3.074, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-30 01:45:05,245][    INFO] Iters: 163, Total loss: 0.317, Loss x: 0.595, Loss s: 0.045, Loss w_fp: 0.033, Mask: 0.347
[2022-07-30 01:46:56,242][    INFO] Iters: 326, Total loss: 0.232, Loss x: 0.410, Loss s: 0.077, Loss w_fp: 0.029, Mask: 0.455
[2022-07-30 01:48:46,897][    INFO] Iters: 489, Total loss: 0.192, Loss x: 0.322, Loss s: 0.095, Loss w_fp: 0.029, Mask: 0.496
[2022-07-30 01:50:37,993][    INFO] Iters: 652, Total loss: 0.169, Loss x: 0.273, Loss s: 0.101, Loss w_fp: 0.028, Mask: 0.534
[2022-07-30 01:52:29,642][    INFO] Iters: 815, Total loss: 0.153, Loss x: 0.239, Loss s: 0.107, Loss w_fp: 0.028, Mask: 0.560
[2022-07-30 01:54:20,567][    INFO] Iters: 978, Total loss: 0.143, Loss x: 0.216, Loss s: 0.114, Loss w_fp: 0.027, Mask: 0.576
[2022-07-30 01:56:14,214][    INFO] Iters: 1141, Total loss: 0.134, Loss x: 0.196, Loss s: 0.119, Loss w_fp: 0.027, Mask: 0.592
[2022-07-30 01:58:06,581][    INFO] Iters: 1304, Total loss: 0.128, Loss x: 0.181, Loss s: 0.121, Loss w_fp: 0.027, Mask: 0.605
[2022-07-30 02:01:30,024][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 90.47
[2022-07-30 02:01:30,024][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 72.30
