phoenix-srun: Job 5795 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-30 10:48:48,411][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-30 10:48:49,855][    INFO] Total params: 59.5M

[2022-07-30 10:48:54,918][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-30 10:49:03,999][    INFO] Iters: 0, Total loss: 1.677, Loss x: 3.353, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-30 10:50:37,237][    INFO] Iters: 142, Total loss: 0.528, Loss x: 1.018, Loss s: 0.052, Loss w_fp: 0.025, Mask: 0.279
[2022-07-30 10:52:09,971][    INFO] Iters: 284, Total loss: 0.401, Loss x: 0.759, Loss s: 0.067, Loss w_fp: 0.020, Mask: 0.365
[2022-07-30 10:53:43,181][    INFO] Iters: 426, Total loss: 0.354, Loss x: 0.662, Loss s: 0.075, Loss w_fp: 0.019, Mask: 0.412
[2022-07-30 10:55:16,218][    INFO] Iters: 568, Total loss: 0.328, Loss x: 0.608, Loss s: 0.078, Loss w_fp: 0.018, Mask: 0.438
[2022-07-30 10:56:48,899][    INFO] Iters: 710, Total loss: 0.301, Loss x: 0.553, Loss s: 0.080, Loss w_fp: 0.018, Mask: 0.461
[2022-07-30 10:58:21,665][    INFO] Iters: 852, Total loss: 0.282, Loss x: 0.514, Loss s: 0.083, Loss w_fp: 0.018, Mask: 0.481
[2022-07-30 10:59:54,416][    INFO] Iters: 994, Total loss: 0.267, Loss x: 0.484, Loss s: 0.084, Loss w_fp: 0.017, Mask: 0.499
[2022-07-30 11:01:26,641][    INFO] Iters: 1136, Total loss: 0.254, Loss x: 0.457, Loss s: 0.086, Loss w_fp: 0.017, Mask: 0.509
[2022-07-30 11:04:11,686][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 90.78
[2022-07-30 11:04:11,686][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 78.49
