phoenix-srun: Job 5481 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-29 11:47:20,435][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-29 11:47:21,850][    INFO] Total params: 59.5M

[2022-07-29 11:47:26,885][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-29 11:47:36,037][    INFO] Iters: 0, Total loss: 1.443, Loss x: 2.885, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-29 11:49:09,314][    INFO] Iters: 142, Total loss: 0.502, Loss x: 0.967, Loss s: 0.053, Loss w_fp: 0.022, Mask: 0.276
[2022-07-29 11:50:44,796][    INFO] Iters: 284, Total loss: 0.410, Loss x: 0.778, Loss s: 0.063, Loss w_fp: 0.019, Mask: 0.357
[2022-07-29 11:52:20,220][    INFO] Iters: 426, Total loss: 0.363, Loss x: 0.683, Loss s: 0.067, Loss w_fp: 0.017, Mask: 0.400
[2022-07-29 11:53:55,875][    INFO] Iters: 568, Total loss: 0.329, Loss x: 0.614, Loss s: 0.072, Loss w_fp: 0.017, Mask: 0.430
[2022-07-29 11:55:31,336][    INFO] Iters: 710, Total loss: 0.305, Loss x: 0.562, Loss s: 0.077, Loss w_fp: 0.017, Mask: 0.454
[2022-07-29 11:57:07,227][    INFO] Iters: 852, Total loss: 0.286, Loss x: 0.523, Loss s: 0.082, Loss w_fp: 0.017, Mask: 0.472
[2022-07-29 11:58:43,719][    INFO] Iters: 994, Total loss: 0.274, Loss x: 0.498, Loss s: 0.085, Loss w_fp: 0.017, Mask: 0.488
[2022-07-29 12:00:20,725][    INFO] Iters: 1136, Total loss: 0.263, Loss x: 0.475, Loss s: 0.086, Loss w_fp: 0.017, Mask: 0.500
[2022-07-29 12:03:20,475][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 91.06
[2022-07-29 12:03:20,475][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 81.93
