phoenix-srun: Job 5776 scheduled successfully!
Current QUOTA_TYPE is [reserved], which means the job has occupied quota in RESERVED_TOTAL under your partition.
Current PHX_PRIORITY is normal

[2022-07-30 01:42:37,767][    INFO] {'backbone': 'resnet101',
 'batch_size': 2,
 'conf_thresh': 0.95,
 'criterion': {'kwargs': {'ignore_index': 255}, 'name': 'CELoss'},
 'crop_size': 321,
 'data_root': '/hided/for/anonymity',
 'dataset': 'pascal',
 'dilations': [6, 12, 18],
 'epochs': 80,
 'lr': 0.001,
 'lr_multi': 10.0,
 'multi_grid': False,
 'nclass': 21,
 'replace_stride_with_dilation': [False, False, True]}

[2022-07-30 01:42:38,727][    INFO] Total params: 59.5M

[2022-07-30 01:42:44,207][    INFO] ===========> Epoch: 0, LR: 0.0010, Previous best: 0.00
[2022-07-30 01:42:54,163][    INFO] Iters: 0, Total loss: 1.548, Loss x: 3.097, Loss s: 0.000, Loss w_fp: 0.000, Mask: 0.000
[2022-07-30 01:44:41,909][    INFO] Iters: 163, Total loss: 0.340, Loss x: 0.641, Loss s: 0.044, Loss w_fp: 0.034, Mask: 0.360
[2022-07-30 01:46:29,347][    INFO] Iters: 326, Total loss: 0.240, Loss x: 0.430, Loss s: 0.072, Loss w_fp: 0.030, Mask: 0.463
[2022-07-30 01:48:19,107][    INFO] Iters: 489, Total loss: 0.201, Loss x: 0.340, Loss s: 0.094, Loss w_fp: 0.031, Mask: 0.508
[2022-07-30 01:50:09,803][    INFO] Iters: 652, Total loss: 0.175, Loss x: 0.286, Loss s: 0.098, Loss w_fp: 0.030, Mask: 0.545
[2022-07-30 01:51:58,922][    INFO] Iters: 815, Total loss: 0.158, Loss x: 0.248, Loss s: 0.106, Loss w_fp: 0.029, Mask: 0.567
[2022-07-30 01:53:48,892][    INFO] Iters: 978, Total loss: 0.147, Loss x: 0.225, Loss s: 0.110, Loss w_fp: 0.030, Mask: 0.583
[2022-07-30 01:55:37,969][    INFO] Iters: 1141, Total loss: 0.138, Loss x: 0.206, Loss s: 0.111, Loss w_fp: 0.029, Mask: 0.599
[2022-07-30 01:57:27,156][    INFO] Iters: 1304, Total loss: 0.131, Loss x: 0.190, Loss s: 0.115, Loss w_fp: 0.029, Mask: 0.612
[2022-07-30 02:00:49,682][    INFO] ***** Evaluation ***** >>>> Class [0 background] IoU: 90.14
[2022-07-30 02:00:49,682][    INFO] ***** Evaluation ***** >>>> Class [1 aeroplane] IoU: 76.66
